iter	Passed	Remaining
454	426	511
455	427	509
456	427	508
457	428	506
458	428	505
459	429	504
460	430	502
461	430	501
462	431	500
463	431	498
464	432	497
465	432	496
466	433	494
467	434	493
468	434	492
469	435	490
470	436	489
471	436	488
472	437	487
473	437	485
474	438	484
475	439	483
476	440	482
477	440	481
478	441	480
479	442	478
480	442	477
481	443	476
482	443	474
483	444	473
484	444	472
485	445	471
486	445	469
487	446	468
488	447	467
489	447	465
490	448	464
491	448	463
492	449	462
493	449	460
494	450	459
495	451	458
496	451	457
497	452	455
498	452	454
499	453	453
500	453	452
501	454	451
502	455	450
503	456	448
504	456	447
505	457	446
506	457	445
507	458	443
508	458	442
509	459	441
510	460	440
511	460	439
512	461	437
513	461	436
514	462	435
515	463	434
516	463	433
517	464	431
518	464	430
519	465	429
520	465	428
521	466	427
522	467	426
523	467	424
524	468	423
525	468	422
526	469	421
527	470	420
528	471	419
529	471	418
530	472	417
531	472	415
532	473	414
533	473	413
534	474	412
535	475	411
536	475	410
537	476	408
538	476	407
539	477	406
540	477	405
541	478	404
542	479	403
543	479	402
544	480	401
545	480	399
546	481	398
547	482	397
548	482	396
549	483	395
550	483	394
551	484	393
552	485	392
553	486	391
554	486	390
555	487	388
556	487	387
557	488	386
558	488	385
559	489	384
560	489	383
561	490	382
562	491	381
563	491	380
564	492	379
565	492	377
566	493	377
567	494	376
568	495	375
569	496	374
570	497	374
571	498	373
572	501	373
573	502	372
574	502	371
575	503	370
576	504	369
577	505	368
578	506	367
579	507	367
580	508	366
581	509	365
582	509	364
583	510	363
584	511	362
585	511	361
586	512	360
587	512	359
588	513	358
589	514	357
590	516	357
591	517	356
592	517	355
593	518	354
594	519	353
595	519	352
596	520	351
597	521	350
598	521	349
599	522	348
600	523	347
601	523	346
602	524	345
603	525	344
604	525	343
605	527	342
606	528	342
607	529	341
608	531	340
609	531	340
610	532	339
611	533	338
612	533	337
613	534	335
614	535	335
615	535	334
616	536	333
617	537	331
618	537	330
619	538	329
620	538	328
621	539	327
622	539	326
623	540	325
624	541	324
625	541	323
626	542	322
627	542	321
628	543	320
629	543	319
630	544	318
631	546	318
632	548	317
633	548	316
634	549	316
635	550	315
636	550	313
637	551	312
638	551	311
639	552	310
640	553	309
641	553	308
642	554	307
643	554	306
644	555	305
645	556	304
646	556	303
647	557	302
648	557	301
649	558	300
650	558	299
651	559	298
652	560	298
653	561	297
654	562	296
655	562	295
656	563	294
657	563	293
658	564	291
659	564	290
660	565	289
661	565	288
662	566	288
663	567	287
664	567	286
665	568	285
666	568	284
667	569	283
668	570	282
669	570	281
670	571	280
671	571	279
672	572	278
673	573	277
674	574	276
675	575	275
676	576	274
677	577	274
678	577	273
679	578	272
680	578	271
681	579	270
682	580	269
683	580	268
684	581	267
685	581	266
686	582	265
687	582	264
688	583	263
689	584	262
690	584	261
691	585	260
692	585	259
693	586	258
694	586	257
695	587	256
696	588	255
697	588	254
698	589	253
699	590	253
700	591	252
701	591	251
702	592	250
703	593	249
704	593	248
705	594	247
706	595	246
707	595	245
708	596	244
709	596	243
710	597	242
711	598	241
712	598	240
713	599	240
714	599	239
715	600	238
716	600	237
717	602	236
718	602	235
719	603	234
720	603	233
721	604	232
722	604	231
723	606	231
724	606	230
725	607	229
726	608	228
727	608	227
728	609	226
729	610	225
730	610	224
731	611	223
732	612	222
733	612	221
734	613	221
735	613	220
736	614	219
737	614	218
738	615	217
739	616	216
740	616	215
741	617	214
742	617	213
743	618	212
744	619	211
745	619	210
746	622	210
747	623	209
748	623	209
749	624	208
750	625	207
751	625	206
752	626	205
753	627	204
754	627	203
755	628	202
756	628	201
757	629	200
758	629	200
759	630	199
760	631	198
761	631	197
762	632	196
763	632	195
764	633	194
765	633	193
766	634	192
767	635	191
768	636	191
769	637	190
770	637	189
771	638	188
772	639	187
773	639	186
774	640	185
775	640	185
776	641	184
777	642	183
778	642	182
779	643	181
780	643	180
781	644	179
782	645	178
783	645	177
784	646	176
785	646	176
786	647	175
787	647	174
788	648	173
789	649	172
790	650	171
791	651	171
792	652	170
793	653	169
794	653	168
795	654	167
796	654	166
797	655	165
798	655	165
799	656	164
800	657	163
801	657	162
802	658	161
803	658	160
804	659	159
805	660	158
806	660	157
807	661	157
808	661	156
809	662	155
810	663	154
811	663	153
812	664	152
813	667	152
814	668	151
815	668	150
816	669	149
817	669	149
818	670	148
819	671	147
820	671	146
821	672	145
822	672	144
823	673	143
824	673	142
825	674	142
826	675	141
827	675	140
828	676	139
829	676	138
830	677	137
831	678	136
832	678	136
833	679	135
834	679	134
835	680	133
836	681	132
837	682	131
838	682	131
839	683	130
840	684	129
841	684	128
842	685	127
843	685	126
844	686	125
845	686	125
846	687	124
847	688	123
848	688	122
849	689	121
850	689	120
851	690	119
852	691	119
853	692	118
854	693	117
855	694	116
856	695	115
857	696	115
858	697	114
859	697	113
860	698	112
861	699	111
862	699	111
863	700	110
864	701	109
865	702	108
866	702	107
867	703	106
868	704	106
869	704	105
870	705	104
871	705	103
872	706	102
873	706	101
874	707	101
875	708	100
876	708	99
877	709	98
878	709	97
879	710	96
880	711	96
881	712	95
882	712	94
883	713	93
884	714	92
885	714	91
886	715	91
887	715	90
888	716	89
889	716	88
890	717	87
891	718	86
892	718	86
893	719	85
894	720	84
895	720	83
896	721	82
897	722	82
898	722	81
899	723	80
900	723	79
901	724	78
902	724	77
903	725	77
904	728	76
905	729	75
906	729	74
907	730	74
908	731	73
909	732	72
910	733	71
911	734	70
912	735	70
913	736	69
914	736	68
915	738	67
916	739	66
917	740	66
918	741	65
919	742	64
920	743	63
921	744	63
922	745	62
923	746	61
924	747	60
925	748	59
926	750	59
927	751	58
928	752	57
929	753	56
930	754	55
931	755	55
932	758	54
933	759	53
934	760	52
935	761	52
936	762	51
937	763	50
938	764	49
939	765	48
940	766	48
941	767	47
942	768	46
943	770	45
944	771	44
945	773	44
946	775	43
947	776	42
948	777	41
949	778	40
950	778	40
951	779	39
952	780	38
953	781	37
954	782	36
955	783	36
956	785	35
957	788	34
958	789	33
959	790	32
960	790	32
961	791	31
962	792	30
963	793	29
964	794	28
965	795	27
966	795	27
967	796	26
968	797	25
969	799	24
970	800	23
971	801	23
972	803	22
973	804	21
974	805	20
975	806	19
976	806	18
977	808	18
978	809	17
979	810	16
980	811	15
981	812	14
982	813	14
983	814	13
984	815	12
985	816	11
986	817	10
987	818	9
988	819	9
989	820	8
990	821	7
991	822	6
992	822	5
993	823	4
994	824	4
995	825	3
996	826	2
997	827	1
998	828	0
999	830	0
